id,type,properties
Predicate::pred::pilot::s06::requires::partially_inserted,Predicate,"{""args"": [""step::pilot_rod_assembly::step_06"", ""partially_inserted_in"", ""screw"", ""rod_holes""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredCondition(step_06, partially_inserted_in, screw, rod_holes)"", ""display_name"": ""hasRequiredCondition"", ""name"": ""hasRequiredCondition"", ""predicate_id"": ""pred::pilot::s06::requires::partially_inserted"", ""short_id"": ""pred::pilot::s06::requires::partially_inserted"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s06::requires::threadlocker,Predicate,"{""args"": [""step::pilot_rod_assembly::step_06"", ""applied_to"", ""threadlocker_loctite"", ""screw""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredCondition(step_06, applied_to, threadlocker_loctite, screw)"", ""display_name"": ""hasRequiredCondition"", ""name"": ""hasRequiredCondition"", ""predicate_id"": ""pred::pilot::s06::requires::threadlocker"", ""short_id"": ""pred::pilot::s06::requires::threadlocker"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s06::time,Predicate,"{""args"": [""step::pilot_rod_assembly::step_06"", 429, 531], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(step_06, 429, 531)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""predicate_id"": ""pred::pilot::s06::time"", ""short_id"": ""pred::pilot::s06::time"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s06::tool::power_screwdriver,Predicate,"{""args"": [""step::pilot_rod_assembly::step_06"", ""power_screwdriver""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesTool(step_06, power_screwdriver)"", ""display_name"": ""usesTool"", ""name"": ""usesTool"", ""predicate_id"": ""pred::pilot::s06::tool::power_screwdriver"", ""short_id"": ""pred::pilot::s06::tool::power_screwdriver"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s07::action,Predicate,"{""args"": [""step::pilot_rod_assembly::step_07"", ""clean""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(step_07, clean)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""pred::pilot::s07::action"", ""short_id"": ""pred::pilot::s07::action"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s07::effect::avoid_polish,Predicate,"{""args"": [""step::pilot_rod_assembly::step_07"", ""avoided_contact_with"", ""copper_sleeve"", ""paper""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_07, avoided_contact_with, copper_sleeve, paper)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s07::effect::avoid_polish"", ""short_id"": ""pred::pilot::s07::effect::avoid_polish"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s07::effect::cleaned,Predicate,"{""args"": [""step::pilot_rod_assembly::step_07"", ""cleaned_with"", ""rod_assembly"", ""ethanol""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_07, cleaned_with, rod_assembly, ethanol)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s07::effect::cleaned"", ""short_id"": ""pred::pilot::s07::effect::cleaned"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s07::material::ethanol,Predicate,"{""args"": [""step::pilot_rod_assembly::step_07"", ""ethanol""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesMaterial(step_07, ethanol)"", ""display_name"": ""usesMaterial"", ""name"": ""usesMaterial"", ""predicate_id"": ""pred::pilot::s07::material::ethanol"", ""short_id"": ""pred::pilot::s07::material::ethanol"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s07::material::paper,Predicate,"{""args"": [""step::pilot_rod_assembly::step_07"", ""paper""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesMaterial(step_07, paper)"", ""display_name"": ""usesMaterial"", ""name"": ""usesMaterial"", ""predicate_id"": ""pred::pilot::s07::material::paper"", ""short_id"": ""pred::pilot::s07::material::paper"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s07::object::rod_assembly,Predicate,"{""args"": [""step::pilot_rod_assembly::step_07"", ""rod_assembly""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_07, rod_assembly)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s07::object::rod_assembly"", ""short_id"": ""pred::pilot::s07::object::rod_assembly"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s07::requires::secured,Predicate,"{""args"": [""step::pilot_rod_assembly::step_07"", ""secured_to"", ""sleeve"", ""metal_rod""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredCondition(step_07, secured_to, sleeve, metal_rod)"", ""display_name"": ""hasRequiredCondition"", ""name"": ""hasRequiredCondition"", ""predicate_id"": ""pred::pilot::s07::requires::secured"", ""short_id"": ""pred::pilot::s07::requires::secured"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s07::time,Predicate,"{""args"": [""step::pilot_rod_assembly::step_07"", 531, 566], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(step_07, 531, 566)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""predicate_id"": ""pred::pilot::s07::time"", ""short_id"": ""pred::pilot::s07::time"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s08::action,Predicate,"{""args"": [""step::pilot_rod_assembly::step_08"", ""lubricate""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasAction(step_08, lubricate)"", ""display_name"": ""hasAction"", ""name"": ""hasAction"", ""predicate_id"": ""pred::pilot::s08::action"", ""short_id"": ""pred::pilot::s08::action"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s08::effect::avoid_copper,Predicate,"{""args"": [""step::pilot_rod_assembly::step_08"", ""avoided_contact_with"", ""copper_sleeve"", ""grease""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_08, avoided_contact_with, copper_sleeve, grease)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s08::effect::avoid_copper"", ""short_id"": ""pred::pilot::s08::effect::avoid_copper"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s08::effect::lubricated,Predicate,"{""args"": [""step::pilot_rod_assembly::step_08"", ""lubricated_with"", ""silver_sleeve"", ""grease""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasObservedEffect(step_08, lubricated_with, silver_sleeve, grease)"", ""display_name"": ""hasObservedEffect"", ""name"": ""hasObservedEffect"", ""predicate_id"": ""pred::pilot::s08::effect::lubricated"", ""short_id"": ""pred::pilot::s08::effect::lubricated"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s08::material::grease,Predicate,"{""args"": [""step::pilot_rod_assembly::step_08"", ""grease""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesMaterial(step_08, grease)"", ""display_name"": ""usesMaterial"", ""name"": ""usesMaterial"", ""predicate_id"": ""pred::pilot::s08::material::grease"", ""short_id"": ""pred::pilot::s08::material::grease"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s08::object::silver_sleeve,Predicate,"{""args"": [""step::pilot_rod_assembly::step_08"", ""silver_sleeve""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesObject(step_08, silver_sleeve)"", ""display_name"": ""usesObject"", ""name"": ""usesObject"", ""predicate_id"": ""pred::pilot::s08::object::silver_sleeve"", ""short_id"": ""pred::pilot::s08::object::silver_sleeve"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s08::requires::cleaned,Predicate,"{""args"": [""step::pilot_rod_assembly::step_08"", ""cleaned_with"", ""rod_assembly"", ""ethanol""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredCondition(step_08, cleaned_with, rod_assembly, ethanol)"", ""display_name"": ""hasRequiredCondition"", ""name"": ""hasRequiredCondition"", ""predicate_id"": ""pred::pilot::s08::requires::cleaned"", ""short_id"": ""pred::pilot::s08::requires::cleaned"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s08::requires::secured,Predicate,"{""args"": [""step::pilot_rod_assembly::step_08"", ""secured_to"", ""sleeve"", ""metal_rod""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasRequiredCondition(step_08, secured_to, sleeve, metal_rod)"", ""display_name"": ""hasRequiredCondition"", ""name"": ""hasRequiredCondition"", ""predicate_id"": ""pred::pilot::s08::requires::secured"", ""short_id"": ""pred::pilot::s08::requires::secured"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s08::time,Predicate,"{""args"": [""step::pilot_rod_assembly::step_08"", 566, 642], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""hasTimeWindow(step_08, 566, 642)"", ""display_name"": ""hasTimeWindow"", ""name"": ""hasTimeWindow"", ""predicate_id"": ""pred::pilot::s08::time"", ""short_id"": ""pred::pilot::s08::time"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Predicate::pred::pilot::s08::tool::sponge,Predicate,"{""args"": [""step::pilot_rod_assembly::step_08"", ""sponge""], ""conf"": 1.0, ""confidence"": 1.0, ""display_label"": ""usesTool(step_08, sponge)"", ""display_name"": ""usesTool"", ""name"": ""usesTool"", ""predicate_id"": ""pred::pilot::s08::tool::sponge"", ""short_id"": ""pred::pilot::s08::tool::sponge"", ""source"": {""file"": ""Pilot/rod_assembly_steps.json"", ""type"": ""manual_symbolic_annotation""}}"
Rule::effect_observed_pilot_condition,Rule,"{""display_label"": ""effect_observed_pilot_condition"", ""display_name"": ""effect_observed_pilot_condition"", ""rule_id"": ""effect_observed_pilot_condition"", ""short_id"": ""effect_observed_pilot_condition""}"
Rule::precondition_required_pilot_condition,Rule,"{""display_label"": ""precondition_required_pilot_condition"", ""display_name"": ""precondition_required_pilot_condition"", ""rule_id"": ""precondition_required_pilot_condition"", ""short_id"": ""precondition_required_pilot_condition""}"
Rule::tool_required_by_pilot_step,Rule,"{""display_label"": ""tool_required_by_pilot_step"", ""display_name"": ""tool_required_by_pilot_step"", ""rule_id"": ""tool_required_by_pilot_step"", ""short_id"": ""tool_required_by_pilot_step""}"
Source::dcf252eb33b7d491,Source,"{""display_label"": ""manual_symbolic_annotation:rod_assembly_steps.json"", ""display_name"": ""manual_symbolic_annotation:rod_assembly_steps.json"", ""file"": ""Pilot/rod_assembly_steps.json"", ""short_id"": ""dcf252eb33b7d491"", ""source_id"": ""dcf252eb33b7d491"", ""source_type"": ""manual_symbolic_annotation""}"
Source::f8a54470d6ca242e,Source,"{""display_label"": ""pilot_domain_config:domain_config_pilot.yaml"", ""display_name"": ""pilot_domain_config:domain_config_pilot.yaml"", ""file"": ""Pilot/domain_config_pilot.yaml"", ""short_id"": ""f8a54470d6ca242e"", ""source_id"": ""f8a54470d6ca242e"", ""source_type"": ""pilot_domain_config""}"
Step::step::pilot_rod_assembly::step_01,Step,"{""action_description"": ""The operator places a long metal rod on the workbench."", ""action_event_type"": ""place"", ""action_name"": ""place"", ""clip"": ""sample_video_a"", ""clip_result_id"": ""pilot_rod_assembly"", ""confidence"": 1.0, ""display_label"": ""Step 1 [accepted]"", ""display_name"": ""Step 1"", ""has_expected_effect"": true, ""has_rule_coverage"": true, ""index"": 1, ""invalidates_effect_count"": 0, ""matched_rule_count"": 1, ""mode"": ""symbolic"", ""object_ids"": [""metal_rod"", ""workbench""], ""object_summary"": ""metal_rod, workbench"", ""produced_constraint_count"": 1, ""run_id"": ""pilot_rod_assembly_symbolic"", ""schema_version"": ""thesis_layer4_validation.v1"", ""short_id"": ""step_01"", ""source_event_id"": ""pilot_rod_assembly::step_01"", ""status"": ""accepted"", ""step_id"": ""step::pilot_rod_assembly::step_01"", ""unsupported_action"": false, ""warning_count"": 0}"
Step::step::pilot_rod_assembly::step_02,Step,"{""action_description"": ""The operator slides a combination of long, short and copper sleeves onto the rod."", ""action_event_type"": ""slide"", ""action_name"": ""slide"", ""clip"": ""sample_video_a"", ""clip_result_id"": ""pilot_rod_assembly"", ""confidence"": 1.0, ""display_label"": ""Step 2 [accepted]"", ""display_name"": ""Step 2"", ""has_expected_effect"": true, ""has_rule_coverage"": true, ""index"": 2, ""invalidates_effect_count"": 0, ""matched_rule_count"": 2, ""mode"": ""symbolic"", ""object_ids"": [""sleeve"", ""long_sleeve"", ""short_sleeve"", ""copper_sleeve"", ""metal_rod""], ""object_summary"": ""sleeve, long_sleeve, short_sleeve, copper_sleeve, metal_rod"", ""produced_constraint_count"": 5, ""run_id"": ""pilot_rod_assembly_symbolic"", ""schema_version"": ""thesis_layer4_validation.v1"", ""short_id"": ""step_02"", ""source_event_id"": ""pilot_rod_assembly::step_02"", ""status"": ""accepted"", ""step_id"": ""step::pilot_rod_assembly::step_02"", ""unsupported_action"": false, ""warning_count"": 0}"
Step::step::pilot_rod_assembly::step_03,Step,"{""action_description"": ""The operator places O-rings in the holes on the rod and adjusts the sleeves over them."", ""action_event_type"": ""place"", ""action_name"": ""place"", ""clip"": ""sample_video_a"", ""clip_result_id"": ""pilot_rod_assembly"", ""confidence"": 1.0, ""display_label"": ""Step 3 [accepted]"", ""display_name"": ""Step 3"", ""has_expected_effect"": true, ""has_rule_coverage"": true, ""index"": 3, ""invalidates_effect_count"": 0, ""matched_rule_count"": 2, ""mode"": ""symbolic"", ""object_ids"": [""o_ring"", ""rod_holes"", ""sleeve""], ""object_summary"": ""o_ring, rod_holes, sleeve"", ""produced_constraint_count"": 3, ""run_id"": ""pilot_rod_assembly_symbolic"", ""schema_version"": ""thesis_layer4_validation.v1"", ""short_id"": ""step_03"", ""source_event_id"": ""pilot_rod_assembly::step_03"", ""status"": ""accepted"", ""step_id"": ""step::pilot_rod_assembly::step_03"", ""unsupported_action"": false, ""warning_count"": 0}"
Step::step::pilot_rod_assembly::step_04,Step,"{""action_description"": ""The operator drives the screws halfway into all holes using a power screwdriver."", ""action_event_type"": ""drive"", ""action_name"": ""drive"", ""clip"": ""sample_video_a"", ""clip_result_id"": ""pilot_rod_assembly"", ""confidence"": 1.0, ""display_label"": ""Step 4 [accepted]"", ""display_name"": ""Step 4"", ""has_expected_effect"": true, ""has_rule_coverage"": true, ""index"": 4, ""invalidates_effect_count"": 0, ""matched_rule_count"": 3, ""mode"": ""symbolic"", ""object_ids"": [""screw"", ""rod_holes"", ""power_screwdriver""], ""object_summary"": ""screw, rod_holes, power_screwdriver"", ""produced_constraint_count"": 4, ""run_id"": ""pilot_rod_assembly_symbolic"", ""schema_version"": ""thesis_layer4_validation.v1"", ""short_id"": ""step_04"", ""source_event_id"": ""pilot_rod_assembly::step_04"", ""status"": ""accepted"", ""step_id"": ""step::pilot_rod_assembly::step_04"", ""unsupported_action"": false, ""warning_count"": 0}"
Step::step::pilot_rod_assembly::step_05,Step,"{""action_description"": ""The operator applies threadlocker (Loctite) to all partially inserted screws."", ""action_event_type"": ""apply"", ""action_name"": ""apply"", ""clip"": ""sample_video_a"", ""clip_result_id"": ""pilot_rod_assembly"", ""confidence"": 1.0, ""display_label"": ""Step 5 [accepted]"", ""display_name"": ""Step 5"", ""has_expected_effect"": true, ""has_rule_coverage"": true, ""index"": 5, ""invalidates_effect_count"": 0, ""matched_rule_count"": 2, ""mode"": ""symbolic"", ""object_ids"": [""threadlocker_loctite"", ""screw""], ""object_summary"": ""threadlocker_loctite, screw"", ""produced_constraint_count"": 2, ""run_id"": ""pilot_rod_assembly_symbolic"", ""schema_version"": ""thesis_layer4_validation.v1"", ""short_id"": ""step_05"", ""source_event_id"": ""pilot_rod_assembly::step_05"", ""status"": ""accepted"", ""step_id"": ""step::pilot_rod_assembly::step_05"", ""unsupported_action"": false, ""warning_count"": 0}"
Step::step::pilot_rod_assembly::step_06,Step,"{""action_description"": ""The operator fully tightens all screws to secure the sleeves."", ""action_event_type"": ""tighten"", ""action_name"": ""tighten"", ""clip"": ""sample_video_a"", ""clip_result_id"": ""pilot_rod_assembly"", ""confidence"": 1.0, ""display_label"": ""Step 6 [accepted]"", ""display_name"": ""Step 6"", ""has_expected_effect"": true, ""has_rule_coverage"": true, ""index"": 6, ""invalidates_effect_count"": 0, ""matched_rule_count"": 3, ""mode"": ""symbolic"", ""object_ids"": [""screw"", ""sleeve"", ""power_screwdriver""], ""object_summary"": ""screw, sleeve, power_screwdriver"", ""produced_constraint_count"": 5, ""run_id"": ""pilot_rod_assembly_symbolic"", ""schema_version"": ""thesis_layer4_validation.v1"", ""short_id"": ""step_06"", ""source_event_id"": ""pilot_rod_assembly::step_06"", ""status"": ""accepted"", ""step_id"": ""step::pilot_rod_assembly::step_06"", ""unsupported_action"": false, ""warning_count"": 0}"
Step::step::pilot_rod_assembly::step_07,Step,"{""action_description"": ""The operator cleans the rod and sleeves with ethanol and paper."", ""action_event_type"": ""clean"", ""action_name"": ""clean"", ""clip"": ""sample_video_a"", ""clip_result_id"": ""pilot_rod_assembly"", ""confidence"": 1.0, ""display_label"": ""Step 7 [accepted]"", ""display_name"": ""Step 7"", ""has_expected_effect"": true, ""has_rule_coverage"": true, ""index"": 7, ""invalidates_effect_count"": 0, ""matched_rule_count"": 2, ""mode"": ""symbolic"", ""object_ids"": [""rod_assembly"", ""ethanol"", ""paper"", ""copper_sleeve""], ""object_summary"": ""rod_assembly, ethanol, paper, copper_sleeve"", ""produced_constraint_count"": 3, ""run_id"": ""pilot_rod_assembly_symbolic"", ""schema_version"": ""thesis_layer4_validation.v1"", ""short_id"": ""step_07"", ""source_event_id"": ""pilot_rod_assembly::step_07"", ""status"": ""accepted"", ""step_id"": ""step::pilot_rod_assembly::step_07"", ""unsupported_action"": false, ""warning_count"": 0}"
Step::step::pilot_rod_assembly::step_08,Step,"{""action_description"": ""The operator applies grease to a sponge and lubricates the silver-colored sleeves, while avoiding the copper sleeves."", ""action_event_type"": ""lubricate"", ""action_name"": ""lubricate"", ""clip"": ""sample_video_a"", ""clip_result_id"": ""pilot_rod_assembly"", ""confidence"": 1.0, ""display_label"": ""Step 8 [accepted]"", ""display_name"": ""Step 8"", ""has_expected_effect"": true, ""has_rule_coverage"": true, ""index"": 8, ""invalidates_effect_count"": 0, ""matched_rule_count"": 2, ""mode"": ""symbolic"", ""object_ids"": [""silver_sleeve"", ""grease"", ""sponge"", ""copper_sleeve""], ""object_summary"": ""silver_sleeve, grease, sponge, copper_sleeve"", ""produced_constraint_count"": 4, ""run_id"": ""pilot_rod_assembly_symbolic"", ""schema_version"": ""thesis_layer4_validation.v1"", ""short_id"": ""step_08"", ""source_event_id"": ""pilot_rod_assembly::step_08"", ""status"": ""accepted"", ""step_id"": ""step::pilot_rod_assembly::step_08"", ""unsupported_action"": false, ""warning_count"": 0}"
